person,label
4886f805,0.006034433841705322
0297fc1e,0.08751031864881516
2d681dd8,0.01011889157295227
cccea85e,0.1077293337583542
4c8a8b93,0.02942920308113098
29ebb414,0.007327421316504479
3dc1950f,0.07520924139022828
8ea4c165,0.03424511512517929
d8cfe234,0.017773142600059508
d6bc64df,0.033650332739949225
ec9c4059,0.021713968038558962
d21b8e6b,0.01090503272563219
2a724d87,0.00951889157295227
686c49c9,0.10684542331695557
a08d42ea,0.015022457155585289
c98f5cf1,0.04428471627235413
d614c608,0.0061344338417053225
e45acd53,0.31012095255851746
7d876393,0.028718488320708276
f5af843f,0.03954936328530312
5a724794,0.0352518982052803
00091926,0.036591120100021364
55d1e0ee,0.029450142773985864
f87be219,0.006034433841705322
49c19e32,0.02409366333782673
bb78c182,0.00951889157295227
e2bfe05f,0.00951889157295227
0e9d0ae2,0.0061344338417053225
cb68850c,0.006334433841705322
f30ef764,0.0069274213165044785
ca5fa859,0.007427421316504479
4f06f2dd,0.012283262972533703
872d9b83,0.15031182708740234
dca7e4fa,0.024561423978209495
3cb2bfc5,0.00991889157295227
0ec008ff,0.40206328392028806
19876c5b,0.025253638643026353
36606944,0.019172618851065637
3c36c384,0.0064344338417053224
25ec69e5,0.0069274213165044785
02a9fd4c,0.027876833295822145
e9c847d7,0.0154939742654562
8f7d334b,0.019571055915951728
fd683087,0.07488174436092376
aa5593bc,0.036395008611679075
e39a4b4f,0.0314933752655983
8aeb37ef,0.027322191938757897
c76b8417,0.1951779717683792
b51c3897,0.042721060889959334
49013e40,0.11443220223188401
18ad1f7c,0.02975844999551773
ea679233,0.4157846616268158
39df97e0,0.09762794461250306
4473cb91,0.008385065269470214
a90bb821,0.13143610622882843
66f3c5a8,0.008522940969467162
6972936f,0.031367496341466905
f484e20b,0.12721931536197661
bb5c496a,0.09865424549579621
fa15dd75,0.5321873891830444
8036d563,0.006034433841705322
051b11a7,0.01836861976981163
a708f6b7,0.01665087080001831
8af64425,0.16735039117336273
290a4ade,0.0283012210726738
5ea8fd22,0.0138731287419796
73f02c61,0.11478303005695344
b364ac0f,0.06619308789372444
27c4deeb,0.09264798871278762
1a8f3e6d,0.13386678565740584
75aea7ed,0.03378057107925415
68bee360,0.04409438746571541
7363f782,0.06839707497954368
5f5a1be2,0.10093438423871993
f2ab91ec,0.02266964673101902
f7e13865,0.03851266479492187
f70a331b,0.03879222275614738
69fe770b,0.03783092851638794
73b5ddeb,0.28974697923660275
3aae4375,0.04248867865204811
2beddf66,0.01691591852158308
17b858f9,0.029503124010562896
f75b14e8,0.02140432107746601
67ec6a13,0.278273658490181
2466dcee,0.27224281067848205
bbac557c,0.05712409556508064
57d078f9,0.2787034424781799
6791adff,0.04207205470204353
2fca45c7,0.10886473655700683
ee7d1909,0.03735896473526955
b87bf3c0,0.07805346163511276
229a0726,0.02577142062485218
e28fa553,0.11290881346464157
e2d69e04,0.057692119359970095
f99328eb,0.1359182955980301
7a98e5bb,0.01291591852158308
60d720a3,0.0167074723392725
8f6d708a,0.037447073942422866
91a293e8,0.05230106179714203
dbff7610,0.03854736822247505
c104bc78,0.1615171599149704
b3bf2435,0.4702370208740234
8611216e,0.15573944299221038
2454293c,0.012932478965818882
82d31364,0.05528352749943733
f1f2d6aa,0.0406786152780056
45599974,0.11832835292816163
b8112306,0.017000375321507454
7e317918,0.012851650065183639
a30504be,0.03804353489875793
f88200f4,0.15411296122074128
97267956,0.1891716539621353
2fec9bbc,0.11237574611902237
4e5d317d,0.007269008255004883
f8e37457,0.03567600185275078
9411a009,0.02987380667924881
166bf528,0.15856703882217407
5429fbb6,0.030735912990570068
49ff6d6e,0.06565934286117554
19c94e0b,0.05303584788441658
0ff75b46,0.15448555493354799
224613bb,0.06834983763098718
179720f1,0.06667794495224953
1070bca3,0.04357925973534584
a5d31df5,0.018990806391835213
4e5c868d,0.08793504947423934
653f68fe,0.016600375321507453
3ebc771d,0.12512136833667756
517bf648,0.11024421054124832
254f8761,0.13538896878957749
c844a662,0.21508002059459685
7f6c85e8,0.009422940969467164
35ee0cc8,0.17246998217105866
c1d99fe2,0.04433179988861084
55fc24ef,0.1527352459192276
77e489c7,0.024933486527204514
62ba2fba,0.014155718164145946
ae4bfc26,0.02963863857984543
22f1d021,0.04978400946259499
72368746,0.012507398700714111
55e87de8,0.371753982257843
c56dff49,0.015248705638945103
ba724fb6,0.016888880604505538
b97b9d93,0.01761448393315077
7025ac12,0.03663242034912109
bada76d3,0.34739031558036804
70a325eb,0.3128051549911499
fb19ca5a,0.03880704669952392
f6cd21a1,0.015567972072958946
91752493,0.006034433841705322
92059fdf,0.01133002620190382
4d233ac6,0.06571316246986389
46a1efca,0.024090255880355835
23b90f81,0.0207637364000082
2606c8da,0.03438758174180984
23e6906d,0.03308057107925415
cf75487d,0.008422940969467163
e349f752,0.08430445404052735
d4e83772,0.053438602578639985
9952a8e0,0.006034433841705322
edc38036,0.23557394988536834
e4b71e52,0.1602380493402481
ed39978f,0.1434428124308586
5b7a7697,0.05843718116283417
a4e3e0ba,0.006034433841705322
1033c7f1,0.010653465986251831
a16a0211,0.063485671210289
2df10e76,0.055661746430397036
732df811,0.1281928471326828
80c8726f,0.037046853482723234
619bff69,0.01281591852158308
ed7382a8,0.23432321248054505
3043e183,0.03654254025816917
8ab5791a,0.06164364823698998
6929face,0.04543861782550812
6b5088da,0.05297909308671951
685dc7f7,0.022550763925909996
919bcd48,0.024835038602352144
9a00037e,0.014486278495192528
55f7ae64,0.018877547240257263
fed81014,0.36755281023979186
fd5e4491,0.03687099082767963
e9c994b8,0.02719875123500824
e4594222,0.04597556560635567
a7b6e286,0.029876572689414023
991360db,0.016300375321507455
c5a0bc36,0.09603089505434036
2287c9f7,0.117079727435112
0c9d90d6,0.01331591852158308
41bfa3b9,0.01971304519176483
b00a6f27,0.28547137002944944
8a4b69ec,0.13671334434747695
6ea9ffd2,0.26033237931728365
d0c5aa85,0.18395371813774108
fc4b841d,0.1123831540107727
db1a3c00,0.010711879047751427
9b4f540a,0.028703124010562898
7ac0c607,0.08573240464925766
af95a93c,0.015992418950796127
a8ca0988,0.25557914257049563
e8a1b038,0.006034433841705322
bb31d716,0.019166549949347973
b86b400e,0.01041592844426632
852abc08,0.014058085756003856
ad4b1e5f,0.2297143362045288
2ff5b818,0.006034433841705322
bf15584a,0.14118943741321563
4a3c0db7,0.01213002620190382
5f7f0c55,0.4013776848316193
9df0e397,0.043306655198335646
03302054,0.3595618353843689
000e4d9e,0.2639225122451782
ad5943a9,0.04693093659877777
f431031a,0.011253465986251831
ee8dd67c,0.008422940969467163
656072a3,0.03438057107925415
846372d4,0.025439626982808113
d1fd6caa,0.06219633401632309
8a0a63af,0.03994353489875793
670639bc,0.03777783299684524
ae5b92db,0.01582031900882721
41ccd2c6,0.03776751480400562
bdd23ab2,0.058325197291374205
270b42e3,0.0182932118460536
ef8b96c3,0.052667373299598697
bb8116c9,0.2721818937540054
594a53d3,0.016577666801214218
108caf2c,0.06499418618679047
18a185e1,0.006034433841705322
ff9fc164,0.056333211374282835
8a590d23,0.03154573744237423
166a19f7,0.09905002207756042
ee20c405,0.011911879047751426
814db0b5,0.037396556293964385
b0f9b8a1,0.016993364658951758
73ffc5f4,0.007469008255004883
0aa2b925,0.17627213695049285
f4bae3c6,0.003419145941734314
92c81866,0.019532484272122383
6f0826b2,0.019243344682455064
d1a14d14,0.057732300764322286
1e13d639,0.07694855675697326
3956b1e1,0.03492738138437271
f2c6d57c,0.006034433841705322
29f80519,0.006034433841705322
04b13fd2,0.022989990881085394
ce36e512,0.13329609051942826
8a4ba4e2,0.0483887294113636
1443cf62,0.03685786440372467
5125c494,0.01021889157295227
604d8035,0.0914125016093254
80866567,0.02846621454954147
9bb623c2,0.031965730050206184
a53a1a30,0.08131516491174698
103e0f7d,0.2765608008146286
cd3a841d,0.01271591852158308
fb6b16a8,0.029712081483006476
89f62393,0.03340357967317104
2c85b2fa,0.07620466271042824
75950669,0.0795890306353569
d84ae194,0.11906210379600525
77bad6f5,0.007169008255004883
2b213b2c,0.3968536398410797
