person,label
4886f805,0.19248766
0297fc1e,0.18188411
2d681dd8,0.19248766
cccea85e,0.21113846
4c8a8b93,0.19625983
29ebb414,0.19248766
3dc1950f,0.31906706
8ea4c165,0.19657472
d8cfe234,0.19248766
d6bc64df,0.37770456
ec9c4059,0.19374692
d21b8e6b,0.19051397
2a724d87,0.19248766
686c49c9,0.22172567
a08d42ea,0.19657472
c98f5cf1,0.23123336
d614c608,0.19068658
e45acd53,0.2028256
7d876393,0.21113846
f5af843f,0.20034689
5a724794,0.23634067
00091926,0.20916477
55d1e0ee,0.20125145
f87be219,0.19122583
49c19e32,0.20209005
bb78c182,0.19068658
e2bfe05f,0.19068658
0e9d0ae2,0.19248766
cb68850c,0.19248766
f30ef764,0.19248766
ca5fa859,0.19068658
4f06f2dd,0.19657472
872d9b83,0.20628521
dca7e4fa,0.19248766
3cb2bfc5,0.19051397
0ec008ff,0.30851614
19876c5b,0.29282004
36606944,0.23407277
3c36c384,0.19248766
25ec69e5,0.19068658
02a9fd4c,0.1930269
e9c847d7,0.19051397
8f7d334b,0.19908765
fd683087,0.2435315
aa5593bc,0.20088044
e39a4b4f,0.19657472
8aeb37ef,0.22101122
c76b8417,0.20142063
b51c3897,0.19801757
49013e40,0.2082589
18ad1f7c,0.19500059
ea679233,0.30390942
39df97e0,0.19248766
4473cb91,0.19068658
a90bb821,0.21574888
66f3c5a8,0.19248766
6972936f,0.22613013
f484e20b,0.22889894
bb5c496a,0.24744734
fa15dd75,0.34779269
8036d563,0.1887129
051b11a7,0.1887129
a708f6b7,0.19248766
8af64425,0.28317153
290a4ade,0.19500059
5ea8fd22,0.19068658
73f02c61,0.21826178
b364ac0f,0.19604388
27c4deeb,0.19855681
1a8f3e6d,0.20574602
75aea7ed,0.19195682
68bee360,0.21660268
7363f782,0.30464247
5f5a1be2,0.19801757
f2ab91ec,0.22527567
f7e13865,0.19873855
f70a331b,0.31624335
69fe770b,0.19212943
73b5ddeb,0.3466367
3aae4375,0.19657472
2beddf66,0.19195682
17b858f9,0.19604388
f75b14e8,0.19212943
67ec6a13,0.21289846
2466dcee,0.19068658
bbac557c,0.19644344
57d078f9,0.19248766
6791adff,0.1939305
2fca45c7,0.20574602
ee7d1909,0.19661787
b87bf3c0,0.2023243
229a0726,0.19601846
e28fa553,0.27030915
e2d69e04,0.19604388
f99328eb,0.33801484
7a98e5bb,0.1939305
60d720a3,0.19212943
8f6d708a,0.1939305
91a293e8,0.34053275
dbff7610,0.19661787
c104bc78,0.23202097
b3bf2435,0.29065707
8611216e,0.24797529
2454293c,0.19248766
82d31364,0.19500059
f1f2d6aa,0.22053966
45599974,0.24398705
b8112306,0.1939305
7e317918,0.19248766
a30504be,0.19446975
f88200f4,0.25595996
97267956,0.20085192
2fec9bbc,0.3305034
4e5d317d,0.19195682
f8e37457,0.19015574
9411a009,0.19015574
166bf528,0.19894171
5429fbb6,0.1948168
49ff6d6e,0.2005305
19c94e0b,0.20533851
0ff75b46,0.19195682
224613bb,0.1939305
179720f1,0.19894171
1070bca3,0.22862846
a5d31df5,0.19212943
4e5c868d,0.28882843
653f68fe,0.19894171
3ebc771d,0.1939305
517bf648,0.19212943
254f8761,0.23141184
c844a662,0.2601086
7f6c85e8,0.19195682
35ee0cc8,0.26227796
c1d99fe2,0.19500059
55fc24ef,0.2925371
77e489c7,0.27773383
62ba2fba,0.19266868
ae4bfc26,0.19195682
22f1d021,0.20105508
72368746,0.19894171
55e87de8,0.20302877
c56dff49,0.19516695
ba724fb6,0.3030544
b97b9d93,0.19015574
7025ac12,0.19374692
bada76d3,0.38419366
70a325eb,0.326226
fb19ca5a,0.2014828
f6cd21a1,0.19500059
91752493,0.19015574
92059fdf,0.1939305
4d233ac6,0.19446975
46a1efca,0.2830975
23b90f81,0.23819107
2606c8da,0.19894171
23e6906d,0.1939305
cf75487d,0.19212943
e349f752,0.35858464
d4e83772,0.2063564
9952a8e0,0.19015574
edc38036,0.19661787
e4b71e52,0.23617342
ed39978f,0.1855911
5b7a7697,0.20533851
a4e3e0ba,0.19015574
1033c7f1,0.19015574
a16a0211,0.24366155
2df10e76,0.2028256
732df811,0.20377234
80c8726f,0.19374692
619bff69,0.19212943
ed7382a8,0.25754267
3043e183,0.20145464
8ab5791a,0.19464418
6929face,0.1958603
6b5088da,0.23413816
685dc7f7,0.22844914
919bcd48,0.20247251
9a00037e,0.19500059
55f7ae64,0.29390782
fed81014,0.21692738
fd5e4491,0.20406374
e9c994b8,0.20247251
e4594222,0.21537095
a7b6e286,0.20034689
991360db,0.1939305
c5a0bc36,0.3011595
2287c9f7,0.515321
0c9d90d6,0.1939305
41bfa3b9,0.19601846
b00a6f27,0.21642822
8a4b69ec,0.2758357
6ea9ffd2,0.31460124
d0c5aa85,0.26774234
fc4b841d,0.1939305
